,chromosome,start,end,strand,A549,GM12878,HELAS3,HEPG2,K562
156,chr1,8469000,8471000,.,0,0,1,0,0
157,chr1,8486790,8488790,.,0,1,0,1,1
158,chr1,8487221,8489221,.,0,1,0,0,0
159,chr1,8498176,8500176,.,0,1,0,0,0
160,chr1,8532957,8534957,.,0,1,0,0,0
161,chr1,8570736,8572736,.,0,0,1,0,1
162,chr1,8685744,8687744,.,0,1,1,1,0
163,chr1,8711858,8713858,.,0,1,0,0,0
164,chr1,8719607,8721607,.,0,1,0,0,0
165,chr1,8720895,8722895,.,0,1,0,1,1
166,chr1,8723232,8725232,.,0,1,0,1,0
167,chr1,8761427,8763427,.,1,0,1,1,0
168,chr1,8809369,8811369,.,0,1,1,1,1
169,chr1,8848461,8850461,.,0,1,0,1,1
170,chr1,8857476,8859476,.,0,1,1,1,0
171,chr1,8874109,8876109,.,0,1,1,0,0
172,chr1,8932846,8934846,.,1,1,1,1,0
173,chr1,8952427,8954427,.,0,1,0,1,0
174,chr1,8963144,8965144,.,0,0,1,0,0
175,chr1,8985040,8987040,.,0,0,1,0,0
176,chr1,8998888,9000888,.,0,0,1,0,0
177,chr1,9110090,9112090,.,0,1,0,0,0
178,chr1,9126484,9128484,.,0,1,0,0,0
179,chr1,9178948,9180948,.,0,1,0,0,0
180,chr1,9222072,9224072,.,0,1,1,1,0
181,chr1,9222839,9224839,.,0,1,0,1,0
182,chr1,9223148,9225148,.,0,1,0,1,0
183,chr1,9224136,9226136,.,0,1,0,0,0
184,chr1,9224744,9226744,.,0,1,0,0,0
185,chr1,9240361,9242361,.,0,1,1,1,0
186,chr1,9253312,9255312,.,0,1,0,0,0
187,chr1,9255458,9257458,.,0,1,0,0,0
188,chr1,9290819,9292819,.,0,1,0,0,0
189,chr1,9292590,9294590,.,0,0,1,1,0
190,chr1,9297852,9299852,.,0,0,1,0,0
191,chr1,9354600,9356600,.,0,0,1,0,0
192,chr1,9472790,9474790,.,0,1,1,0,0
193,chr1,9485619,9487619,.,0,1,0,0,0
194,chr1,9488153,9490153,.,1,1,1,1,1
195,chr1,9534305,9536305,.,0,1,1,1,0
196,chr1,9688279,9690279,.,0,1,0,0,0
197,chr1,9699706,9701706,.,0,1,0,0,0
198,chr1,9759630,9761630,.,0,1,0,0,0
199,chr1,9764463,9766463,.,0,1,0,0,0
200,chr1,9839864,9841864,.,0,1,0,0,0
201,chr1,9855884,9857884,.,0,1,0,0,0
202,chr1,9884654,9886654,.,0,0,1,0,0
203,chr1,9888708,9890708,.,0,0,0,1,0
204,chr1,9911668,9913668,.,0,0,1,0,0
205,chr1,9959584,9961584,.,0,0,0,1,0
206,chr1,10268994,10270994,.,1,0,1,1,0
207,chr1,10358348,10360348,.,0,0,1,1,1
208,chr1,10447246,10449246,.,0,0,1,0,0
209,chr1,10495977,10497977,.,1,0,0,1,0
210,chr1,10555364,10557364,.,0,1,0,0,0
211,chr1,10556347,10558347,.,0,1,0,0,0
212,chr1,10557396,10559396,.,0,0,1,0,1
213,chr1,10558097,10560097,.,0,0,0,1,1
214,chr1,10744879,10746879,.,0,0,0,1,0
215,chr1,10803871,10805871,.,0,1,0,0,0
216,chr1,10815137,10817137,.,0,0,1,0,0
217,chr1,10863747,10865747,.,0,0,1,0,0
218,chr1,10926308,10928308,.,0,1,0,0,0
219,chr1,10959063,10961063,.,0,0,1,0,0
220,chr1,10959497,10961497,.,0,0,1,0,0
221,chr1,10996574,10998574,.,0,0,0,1,0
222,chr1,11039355,11041355,.,0,0,0,1,0
223,chr1,11121961,11123961,.,0,0,1,1,0
224,chr1,11414807,11416807,.,0,0,0,1,0
225,chr1,11558916,11560916,.,0,0,0,1,1
226,chr1,11760782,11762782,.,0,0,1,0,0
227,chr1,11790937,11792937,.,0,0,0,0,1
228,chr1,11797404,11799404,.,0,0,0,1,0
229,chr1,11942159,11944159,.,0,0,0,1,1
230,chr1,11968020,11970020,.,0,1,1,1,1
231,chr1,11989104,11991104,.,0,1,0,1,1
232,chr1,12049879,12051879,.,0,1,1,1,0
233,chr1,12099746,12101746,.,0,1,0,0,0
234,chr1,12111282,12113282,.,0,1,0,0,1
235,chr1,12113457,12115457,.,0,1,0,0,0
236,chr1,12123762,12125762,.,0,1,0,0,0
237,chr1,12125130,12127130,.,0,1,0,1,0
238,chr1,12127022,12129022,.,0,1,0,0,0
239,chr1,12192250,12194250,.,0,1,1,0,0
240,chr1,12212442,12214442,.,0,1,0,0,0
241,chr1,12217108,12219108,.,0,1,0,1,0
242,chr1,12221090,12223090,.,0,1,0,0,0
243,chr1,12227094,12229094,.,0,1,0,0,1
244,chr1,12230815,12232815,.,0,1,0,0,0
245,chr1,12231195,12233195,.,0,1,0,0,0
246,chr1,12232937,12234937,.,0,1,0,0,1
247,chr1,12235348,12237348,.,0,1,0,0,0
248,chr1,12237361,12239361,.,0,1,0,0,1
249,chr1,12238320,12240320,.,0,0,0,1,0
250,chr1,12239498,12241498,.,0,0,0,1,0
251,chr1,12405055,12407055,.,0,1,0,0,0
252,chr1,12484697,12486697,.,0,0,1,1,1
253,chr1,12492477,12494477,.,1,0,0,0,1
254,chr1,12492998,12494998,.,0,1,0,0,1
255,chr1,12507872,12509872,.,0,1,0,0,1
256,chr1,12532544,12534544,.,0,0,0,0,1
257,chr1,12543531,12545531,.,0,0,1,0,1
258,chr1,12578220,12580220,.,0,1,0,0,0
259,chr1,12588584,12590584,.,1,0,0,1,1
260,chr1,12599027,12601027,.,0,1,1,0,0
261,chr1,12599636,12601636,.,0,0,0,1,0
262,chr1,12608906,12610906,.,0,0,1,0,1
263,chr1,12613182,12615182,.,1,0,0,1,1
264,chr1,12673683,12675683,.,1,1,1,1,1
265,chr1,12674778,12676778,.,0,1,0,1,0
266,chr1,12716807,12718807,.,0,0,0,0,1
267,chr1,13916228,13918228,.,0,1,0,0,0
268,chr1,14026981,14028981,.,0,1,0,0,0
269,chr1,14028436,14030436,.,0,1,0,0,0
270,chr1,14053863,14055863,.,0,1,0,0,0
271,chr1,14637560,14639560,.,0,1,0,0,0
272,chr1,14764171,14766171,.,0,0,0,0,1
273,chr1,14842929,14844929,.,0,1,0,0,0
274,chr1,14846229,14848229,.,0,1,0,0,0
275,chr1,14880734,14882734,.,0,1,0,0,0
276,chr1,14923268,14925268,.,0,1,0,0,0
277,chr1,14925556,14927556,.,0,1,0,0,0
278,chr1,14991485,14993485,.,1,0,0,0,0
279,chr1,15058647,15060647,.,0,1,0,0,0
280,chr1,15110394,15112394,.,0,0,0,0,1
281,chr1,15239407,15241407,.,0,0,0,1,0
282,chr1,15246449,15248449,.,0,1,0,0,0
283,chr1,15265608,15267608,.,0,0,0,1,0
284,chr1,15334560,15336560,.,0,0,0,1,0
285,chr1,15416152,15418152,.,0,0,0,1,0
286,chr1,15498184,15500184,.,0,0,0,1,0
287,chr1,15518654,15520654,.,0,1,1,1,1
288,chr1,15569341,15571341,.,0,1,0,0,0
289,chr1,15571732,15573732,.,0,1,0,0,0
290,chr1,15574824,15576824,.,0,1,0,0,1
291,chr1,15586850,15588850,.,0,1,0,1,0
292,chr1,15648646,15650646,.,0,1,0,0,0
293,chr1,15663337,15665337,.,0,0,1,0,0
294,chr1,15666069,15668069,.,0,1,1,0,0
295,chr1,15672269,15674269,.,0,0,1,0,1
296,chr1,15696726,15698726,.,0,0,0,1,0
297,chr1,15737364,15739364,.,0,1,1,0,0
298,chr1,15737828,15739828,.,0,0,1,0,0
299,chr1,15741633,15743633,.,0,1,1,1,1
300,chr1,15743204,15745204,.,0,1,1,0,0
301,chr1,15785641,15787641,.,0,0,1,0,0
302,chr1,15827045,15829045,.,0,0,1,0,0
303,chr1,15945830,15947830,.,0,1,1,0,0
304,chr1,16006389,16008389,.,0,0,1,0,0
305,chr1,16086265,16088265,.,1,1,1,1,1
306,chr1,16124669,16126669,.,1,1,1,0,0
307,chr1,16157689,16159689,.,0,0,1,1,1
308,chr1,16175099,16177099,.,1,1,1,1,1
309,chr1,16175704,16177704,.,0,1,1,1,1
310,chr1,16208444,16210444,.,0,0,1,0,1
311,chr1,16211940,16213940,.,0,1,1,1,1
312,chr1,16226841,16228841,.,0,1,0,1,1
313,chr1,16275328,16277328,.,0,1,1,0,0
314,chr1,16276617,16278617,.,0,1,1,0,1
315,chr1,16290896,16292896,.,0,1,0,1,0
316,chr1,16291652,16293652,.,0,1,0,1,0
317,chr1,16338413,16340413,.,0,1,1,1,1
318,chr1,16338865,16340865,.,0,1,0,1,1
319,chr1,16341941,16343941,.,0,1,0,0,0
320,chr1,16469562,16471562,.,1,0,1,1,1
321,chr1,16478033,16480033,.,0,0,1,1,0
322,chr1,16478381,16480381,.,0,0,0,1,0
323,chr1,16488115,16490115,.,0,0,0,0,1
324,chr1,16498825,16500825,.,0,0,1,0,1
325,chr1,16499219,16501219,.,1,0,1,0,0
326,chr1,16501611,16503611,.,0,0,1,0,1
327,chr1,16507564,16509564,.,0,0,1,1,0
328,chr1,16510320,16512320,.,0,0,1,0,0
329,chr1,16668122,16670122,.,0,1,1,1,1
330,chr1,16669641,16671641,.,0,1,1,1,1
331,chr1,16676568,16678568,.,0,1,1,0,1
332,chr1,16695222,16697222,.,1,1,1,1,1
333,chr1,16769635,16771635,.,0,0,0,0,1
334,chr1,16824791,16826791,.,1,1,1,1,1
335,chr1,16825390,16827390,.,0,0,0,1,0
336,chr1,17022840,17024840,.,0,0,0,1,1
337,chr1,17026172,17028172,.,0,0,0,1,0
338,chr1,17229052,17231052,.,0,0,0,1,0
339,chr1,17230391,17232391,.,1,1,1,1,1
340,chr1,17239514,17241514,.,1,1,1,1,1
341,chr1,17253406,17255406,.,0,0,1,0,0
342,chr1,17352792,17354792,.,0,0,1,1,1
343,chr1,17424115,17426115,.,0,0,0,0,1
344,chr1,17454071,17456071,.,0,0,1,0,0
345,chr1,17467077,17469077,.,0,1,0,0,0
346,chr1,17467444,17469444,.,0,1,0,0,0
347,chr1,17517141,17519141,.,0,0,1,0,0
348,chr1,17518053,17520053,.,0,0,1,0,0
349,chr1,17533728,17535728,.,0,1,1,0,0
350,chr1,17556477,17558477,.,0,1,1,0,1
351,chr1,17577333,17579333,.,0,0,0,0,1
352,chr1,17745296,17747296,.,0,1,1,1,1
353,chr1,17767125,17769125,.,1,1,1,1,1
354,chr1,17864201,17866201,.,0,1,0,0,0
355,chr1,17866369,17868369,.,0,1,0,0,0
356,chr1,17874085,17876085,.,0,0,1,0,0
357,chr1,17879733,17881733,.,0,1,0,0,0
358,chr1,17895361,17897361,.,0,0,1,1,0
359,chr1,17961484,17963484,.,0,0,0,1,0
360,chr1,18375685,18377685,.,0,0,0,1,0
361,chr1,18666803,18668803,.,0,1,0,0,0
362,chr1,19077184,19079184,.,0,0,1,0,0
363,chr1,19189600,19191600,.,0,0,1,0,0
364,chr1,19252291,19254291,.,0,1,1,1,0
365,chr1,19263143,19265143,.,0,0,0,1,1
366,chr1,19275360,19277360,.,0,0,0,1,0
367,chr1,19276360,19278360,.,0,1,1,1,0
368,chr1,19277718,19279718,.,0,1,0,0,0
369,chr1,19279394,19281394,.,1,1,0,0,0
370,chr1,19282910,19284910,.,0,0,0,1,0
371,chr1,19323987,19325987,.,0,0,0,1,0
372,chr1,19333097,19335097,.,1,0,0,1,0
373,chr1,19335578,19337578,.,0,0,0,1,0
374,chr1,19336697,19338697,.,0,0,1,1,0
375,chr1,19698842,19700842,.,0,0,0,1,0
376,chr1,19703066,19705066,.,0,1,0,0,0
377,chr1,19778107,19780107,.,0,1,1,1,0
378,chr1,19779380,19781380,.,0,1,0,0,0
379,chr1,19794049,19796049,.,0,1,0,0,0
380,chr1,19795079,19797079,.,0,1,1,0,1
381,chr1,19802403,19804403,.,0,0,0,1,0
382,chr1,19802997,19804997,.,0,1,0,1,0
383,chr1,19838317,19840317,.,0,1,0,0,0
384,chr1,19925926,19927926,.,0,0,0,1,0
385,chr1,20090447,20092447,.,1,0,1,1,1
386,chr1,20110347,20112347,.,0,1,1,0,0
387,chr1,20203969,20205969,.,0,0,1,1,1
388,chr1,20307052,20309052,.,0,0,0,1,0
389,chr1,20406709,20408709,.,0,1,0,0,0
390,chr1,20451765,20453765,.,0,1,0,0,0
391,chr1,20513510,20515510,.,0,0,0,0,1
392,chr1,20692145,20694145,.,0,1,0,0,0
393,chr1,20806063,20808063,.,1,0,0,1,0
394,chr1,20807204,20809204,.,1,0,0,1,0
395,chr1,20923352,20925352,.,0,0,1,0,0
396,chr1,20929890,20931890,.,0,0,1,0,0
397,chr1,20992484,20994484,.,1,1,1,1,1
398,chr1,21083987,21085987,.,0,0,1,0,1
399,chr1,21148748,21150748,.,0,1,1,1,1
400,chr1,21193444,21195444,.,0,1,1,0,0
401,chr1,21283018,21285018,.,0,1,1,0,1
402,chr1,21347997,21349997,.,1,1,0,1,1
403,chr1,21348754,21350754,.,0,1,0,1,0
404,chr1,21401109,21403109,.,0,1,0,1,0
405,chr1,21405938,21407938,.,0,1,0,0,1
406,chr1,21427100,21429100,.,1,1,1,1,1
407,chr1,21475001,21477001,.,0,0,0,1,1
408,chr1,21475545,21477545,.,0,1,1,1,0
409,chr1,21509911,21511911,.,0,0,1,0,1
410,chr1,21557643,21559643,.,0,0,1,0,0
411,chr1,21587521,21589521,.,1,0,1,0,1
412,chr1,21587895,21589895,.,0,0,1,0,0
413,chr1,21610509,21612509,.,0,1,1,1,1
414,chr1,21617797,21619797,.,0,1,0,0,0
415,chr1,21642954,21644954,.,0,1,1,0,0
416,chr1,21648331,21650331,.,0,0,1,1,0
417,chr1,21650349,21652349,.,0,1,1,0,0
418,chr1,21650922,21652922,.,0,1,0,0,0
419,chr1,21655077,21657077,.,0,1,1,1,0
420,chr1,21659788,21661788,.,1,1,0,1,0
421,chr1,21663144,21665144,.,0,0,1,0,0
422,chr1,21663667,21665667,.,0,0,1,0,0
423,chr1,21669694,21671694,.,0,1,1,0,0
424,chr1,21723185,21725185,.,0,1,1,1,1
425,chr1,21930824,21932824,.,0,0,1,1,0
426,chr1,21964376,21966376,.,0,0,1,0,1
427,chr1,21992155,21994155,.,0,0,0,1,0
428,chr1,22065116,22067116,.,0,1,0,1,1
429,chr1,22075244,22077244,.,1,1,1,1,0
430,chr1,22088205,22090205,.,0,1,0,0,0
431,chr1,22105760,22107760,.,0,1,1,0,1
432,chr1,22220941,22222941,.,0,0,0,1,0
433,chr1,22230559,22232559,.,0,0,1,0,1
434,chr1,22231847,22233847,.,0,0,0,0,1
435,chr1,22232477,22234477,.,0,0,0,0,1
436,chr1,22234898,22236898,.,0,0,0,0,1
437,chr1,22259511,22261511,.,0,0,0,1,0
438,chr1,22265332,22267332,.,0,0,0,1,0
439,chr1,22344702,22346702,.,0,1,0,0,1
440,chr1,22365515,22367515,.,0,1,1,0,0
441,chr1,22374260,22376260,.,1,1,1,1,1
442,chr1,22503048,22505048,.,0,1,0,0,0
443,chr1,22611106,22613106,.,0,0,1,0,0
444,chr1,22828425,22830425,.,0,1,1,1,1
445,chr1,22835499,22837499,.,0,0,0,1,0
446,chr1,22862340,22864340,.,0,0,0,0,1
447,chr1,23076060,23078060,.,0,1,0,0,0
448,chr1,23112471,23114471,.,0,0,1,0,0
449,chr1,23122696,23124696,.,0,0,0,1,0
450,chr1,23386636,23388636,.,0,0,0,1,0
451,chr1,23425943,23427943,.,0,1,0,0,0
452,chr1,23429038,23431038,.,0,1,1,0,1
453,chr1,23448106,23450106,.,0,0,0,1,0
454,chr1,23493448,23495448,.,0,0,1,1,0
455,chr1,23522501,23524501,.,0,0,1,0,0
456,chr1,23541467,23543467,.,1,0,1,1,0
457,chr1,23668711,23670711,.,0,1,1,1,1
458,chr1,23748051,23750051,.,0,0,1,1,1
459,chr1,23838473,23840473,.,0,0,1,0,0
460,chr1,23880496,23882496,.,1,1,1,1,1
461,chr1,23881599,23883599,.,0,0,1,1,0
462,chr1,23887996,23889996,.,0,1,1,1,1
463,chr1,23903233,23905233,.,0,1,1,0,0
464,chr1,23911292,23913292,.,0,0,1,0,0
465,chr1,23916104,23918104,.,0,1,0,0,0
466,chr1,23917187,23919187,.,0,1,1,1,0
467,chr1,23960620,23962620,.,0,1,1,0,0
468,chr1,23976793,23978793,.,0,0,1,0,0
469,chr1,24063052,24065052,.,0,0,0,1,0
470,chr1,24228189,24230189,.,1,0,0,0,0
471,chr1,24235106,24237106,.,0,1,0,0,0
472,chr1,24236531,24238531,.,0,1,0,0,0
473,chr1,24348410,24350410,.,0,0,1,1,1
474,chr1,24394169,24396169,.,0,0,0,1,0
475,chr1,24475495,24477495,.,0,0,1,0,0
476,chr1,24476855,24478855,.,0,0,0,1,0
477,chr1,24515259,24517259,.,0,1,0,0,0
478,chr1,24515739,24517739,.,0,1,0,0,0
479,chr1,24516689,24518689,.,0,1,0,0,0
480,chr1,24517624,24519624,.,0,1,1,0,0
481,chr1,24518646,24520646,.,0,0,0,1,1
482,chr1,24580473,24582473,.,0,0,0,1,1
483,chr1,24679465,24681465,.,0,0,0,0,1
484,chr1,24690892,24692892,.,1,1,1,1,1
485,chr1,24721627,24723627,.,0,0,0,1,1
486,chr1,24731708,24733708,.,0,0,0,0,1
487,chr1,24830716,24832716,.,0,0,0,1,0
488,chr1,24832215,24834215,.,0,0,1,0,0
489,chr1,24853869,24855869,.,0,0,0,1,0
490,chr1,24855671,24857671,.,0,0,0,1,0
491,chr1,24877917,24879917,.,0,0,0,1,0
492,chr1,24967798,24969798,.,0,0,0,0,1
493,chr1,24969724,24971724,.,0,0,1,0,1
494,chr1,25021081,25023081,.,0,1,0,0,1
495,chr1,25050161,25052161,.,0,0,1,1,1
496,chr1,25050743,25052743,.,0,0,0,0,1
497,chr1,25094664,25096664,.,0,1,0,0,0
498,chr1,25236459,25238459,.,0,1,0,1,1
499,chr1,25236860,25238860,.,0,1,0,1,0
500,chr1,25241865,25243865,.,0,1,0,1,0
501,chr1,25245867,25247867,.,0,1,0,0,0
502,chr1,25246209,25248209,.,0,1,0,0,0
503,chr1,25247980,25249980,.,0,1,0,0,1
504,chr1,25249227,25251227,.,0,1,0,0,0
505,chr1,25250830,25252830,.,0,1,0,0,0
506,chr1,25251172,25253172,.,0,1,0,0,0
507,chr1,25272753,25274753,.,0,1,0,0,0
508,chr1,25280753,25282753,.,0,1,0,0,1
509,chr1,25297949,25299949,.,0,1,0,0,0
510,chr1,25343109,25345109,.,0,0,1,0,0
511,chr1,25344888,25346888,.,0,1,0,0,0
512,chr1,25347943,25349943,.,0,1,1,0,0
513,chr1,25349345,25351345,.,0,1,0,0,0
514,chr1,25351257,25353257,.,0,1,0,0,0
515,chr1,25352758,25354758,.,0,1,0,0,0
516,chr1,25354191,25356191,.,0,1,0,0,0
517,chr1,25354552,25356552,.,0,1,0,0,0
518,chr1,25356483,25358483,.,0,1,1,0,0
519,chr1,25357238,25359238,.,0,1,0,0,0
520,chr1,25359620,25361620,.,0,1,0,0,0
521,chr1,25360392,25362392,.,0,1,0,0,0
522,chr1,25425055,25427055,.,0,1,0,0,0
523,chr1,25465914,25467914,.,0,1,0,0,0
524,chr1,25558795,25560795,.,1,1,1,1,1
525,chr1,25565256,25567256,.,0,1,1,1,1
526,chr1,25565638,25567638,.,0,1,1,1,1
527,chr1,25665179,25667179,.,0,1,0,0,0
528,chr1,25801083,25803083,.,0,1,0,0,1
529,chr1,25823027,25825027,.,0,1,1,1,0
530,chr1,25941997,25943997,.,0,1,1,1,0
531,chr1,26122739,26124739,.,0,1,0,0,1
532,chr1,26184070,26186070,.,0,0,1,0,0
533,chr1,26200715,26202715,.,0,1,1,1,0
534,chr1,26319325,26321325,.,0,0,0,0,1
535,chr1,26336894,26338894,.,0,0,0,0,1
